site,x,y,z,cpu_psi,fpga_psi,cpu_density,fpga_density,density_error
258,2,0,4,-6158.4844360351562,-6158.4844360351999,37926930.548887253,37926930.548887797,5.4389238357543945e-07
259,3,0,4,-19780.107666015625,-19780.1076660156,391252659.2791701,391252659.27916908,-1.0132789611816406e-06
260,4,0,4,-19780.107406616211,-19780.1074066162,391252649.01727349,391252649.01727307,-4.1723251342773438e-07
261,5,0,4,-6158.4842529296875,-6158.4842529297002,37926928.293582931,37926928.293583088,1.5646219253540039e-07
262,6,0,4,13511.765686035156,13511.7656860352,182567811.95431709,182567811.95431828,1.1920928955078125e-06
263,7,0,4,19876.871063232422,19876.8710632324,395090003.26436639,395090003.26436549,-8.9406967163085938e-07
264,0,1,4,13511.765518188477,13511.7655181885,182567807.4185071,182567807.41850775,6.5565109252929688e-07
265,1,1,4,9943.4302673339844,9943.4302673340007,98871805.481333598,98871805.481333911,3.1292438507080078e-07
266,2,1,4,22592.074615478516,22592.074615478501,510401835.43134874,510401835.43134809,-6.5565109252929688e-07
267,3,1,4,16021.205535888672,16021.205535888699,256679026.82318982,256679026.82319069,8.6426734924316406e-07
268,4,1,4,16021.205474853516,16021.205474853499,256679024.86747625,256679024.86747575,-5.0663948059082031e-07
269,5,1,4,22592.074645996094,22592.074645996101,510401836.81025952,510401836.81025988,3.5762786865234375e-07
270,6,1,4,9943.4305114746094,9943.4305114746003,98871810.336524218,98871810.336524025,-1.9371509552001953e-07
271,7,1,4,13511.765502929688,13511.7655029297,182567807.00616074,182567807.00616109,3.5762786865234375e-07
272,0,2,4,-6158.4843597412109,-6158.4843597412,37926929.609177113,37926929.609176978,-1.3411045074462891e-07
273,1,2,4,22592.074737548828,22592.074737548799,510401840.94699198,510401840.94699061,-1.3709068298339844e-06
274,2,2,4,24282.918273925781,24282.918273925799,589660119.89815867,589660119.8981595,8.3446502685546875e-07
275,3,2,4,23183.736328125,23183.736328125,537485630.13202286,537485630.13202286,0
276,4,2,4,23183.736267089844,23183.7362670898,537485627.30197692,537485627.30197489,-2.0265579223632812e-06
277,5,2,4,24282.918365478516,24282.918365478501,589660124.34449375,589660124.34449303,-7.152557373046875e-07
278,6,2,4,22592.074554443359,22592.074554443399,510401832.67352712,510401832.67352891,1.7881393432617188e-06
279,7,2,4,-6158.4844818115234,-6158.4844818114998,37926931.112713352,37926931.112713054,-2.9802322387695312e-07
280,0,3,4,-19780.107604980469,-19780.107604980501,391252656.8646062,391252656.86460745,1.2516975402832031e-06
281,1,3,4,16021.20556640625,16021.205566406201,256679027.80104661,256679027.80104503,-1.5795230865478516e-06
282,2,3,4,23183.736206054688,23183.736206054698,537485624.47193098,537485624.47193146,4.76837158203125e-07
283,3,3,4,-8350.4496612548828,-8350.4496612548992,69730009.545151785,69730009.545152053,2.6822090148925781e-07
284,4,3,4,-8350.4496307373047,-8350.4496307372992,69730009.035480782,69730009.035480693,-8.9406967163085938e-08
285,5,3,4,23183.736358642578,23183.7363586426,537485631.54704583,537485631.54704678,9.5367431640625e-07
286,6,3,4,16021.205535888672,16021.205535888699,256679026.82318982,256679026.82319069,8.6426734924316406e-07
287,7,3,4,-19780.107421875,-19780.107421875,391252649.62091446,391252649.62091446,0
288,0,4,4,-19780.107421875,-19780.107421875,391252649.62091446,391252649.62091446,0
289,1,4,4,16021.205627441406,16021.205627441401,256679029.75676018,256679029.75676,-1.7881393432617188e-07
290,2,4,4,23183.736358642578,23183.7363586426,537485631.54704583,537485631.54704678,9.5367431640625e-07
291,3,4,4,-8350.4496917724609,-8350.4496917724991,69730010.054822788,69730010.054823428,6.4074993133544922e-07
292,4,4,4,-8350.4498596191406,-8350.4498596191006,69730012.858013332,69730012.858012661,-6.7055225372314453e-07
293,5,4,4,23183.736389160156,23183.7363891602,537485632.9620688,537485632.96207082,2.0265579223632812e-06
294,6,4,4,16021.205551147461,16021.205551147499,256679027.31211823,256679027.31211945,1.2218952178955078e-06
295,7,4,4,-19780.107376098633,-19780.1073760986,391252647.80999154,391252647.80999023,-1.3113021850585938e-06
296,0,5,4,-6158.4844055175781,-6158.4844055176,37926930.173003197,37926930.173003465,2.6822090148925781e-07
297,1,5,4,22592.074783325195,22592.074783325199,510401843.01535815,510401843.01535833,1.7881393432617188e-07
298,2,5,4,24282.918060302734,24282.918060302702,589660109.5233767,589660109.52337515,-1.5497207641601562e-06
299,3,5,4,23183.736145019531,23183.736145019499,537485621.64188504,537485621.64188361,-1.430511474609375e-06
300,4,5,4,23183.736083984375,23183.7360839844,537485618.8118391,537485618.8118403,1.1920928955078125e-06
301,5,5,4,24282.918334960938,24282.918334960901,589660122.86238205,589660122.86238027,-1.7881393432617188e-06
302,6,5,4,22592.074600219727,22592.074600219701,510401834.74189329,510401834.74189216,-1.1324882507324219e-06
303,7,5,4,-6158.4845886230469,-6158.4845886229996,37926932.428307578,37926932.428306997,-5.8114528656005859e-07
304,0,6,4,13511.765563964844,13511.7655639648,182567808.65554619,182567808.65554503,-1.1622905731201172e-06
305,1,6,4,9943.4306488037109,9943.4306488037,98871813.067568988,98871813.067568764,-2.2351741790771484e-07
306,2,6,4,22592.074676513672,22592.074676513701,510401838.18917036,510401838.18917167,1.3113021850585938e-06
307,3,6,4,16021.205459594727,16021.205459594699,256679024.37854788,256679024.37854701,-8.6426734924316406e-07
308,4,6,4,16021.205276489258,16021.2052764893,256679018.51140723,256679018.51140857,1.3411045074462891e-06
309,5,6,4,22592.074829101562,22592.074829101599,510401845.08372438,510401845.08372605,1.6689300537109375e-06
310,6,6,4,9943.4303131103516,9943.4303131104007,98871806.39168182,98871806.391682804,9.8347663879394531e-07
311,7,6,4,13511.765640258789,13511.7656402588,182567810.717278,182567810.7172783,2.9802322387695312e-07
312,0,7,4,19876.871200561523,19876.871200561502,395090008.72371209,395090008.72371125,-8.3446502685546875e-07
313,1,7,4,13511.765579223633,13511.7655792236,182567809.06789255,182567809.06789166,-8.9406967163085938e-07
314,2,7,4,-6158.4844512939453,-6158.4844512938998,37926930.736829288,37926930.73682873,-5.5879354476928711e-07
315,3,7,4,-19780.107482910156,-19780.1074829102,391252652.03547835,391252652.03548008,1.7285346984863281e-06
316,4,7,4,-19780.107360839844,-19780.1073608398,391252647.20635056,391252647.20634884,-1.7285346984863281e-06
317,5,7,4,-6158.4841918945312,-6158.4841918945003,37926927.541814834,37926927.541814454,-3.7997961044311523e-07
318,6,7,4,13511.765869140625,13511.7658691406,182567816.90247351,182567816.90247282,-6.8545341491699219e-07
319,7,7,4,19876.871185302734,19876.871185302702,395090008.11711812,395090008.11711681,-1.3113021850585938e-06
320,0,0,5,-32336.573196411133,-32336.5731964111,1045653966.0868549,1045653966.0868528,-2.1457672119140625e-06
321,1,0,5,12867.929321289062,12867.929321289101,165583605.01769078,165583605.01769176,9.8347663879394531e-07
322,2,0,5,18387.755279541016,18387.755279541001,338109544.22028852,338109544.22028798,-5.3644180297851562e-07
323,3,0,5,-6158.4845733642578,-6158.4845733642996,37926932.240365542,37926932.240366057,5.1409006118774414e-07
324,4,0,5,-6158.4844665527344,-6158.4844665526998,37926930.924771316,37926930.924770892,-4.246830940246582e-07
325,5,0,5,18387.755462646484,18387.755462646499,338109550.95408565,338109550.95408618,5.3644180297851562e-07
326,6,0,5,12867.929153442383,12867.929153442399,165583600.69801241,165583600.69801283,4.1723251342773438e-07
327,7,0,5,-32336.573425292969,-32336.573425293001,1045653980.8893634,1045653980.8893656,2.1457672119140625e-06
328,0,1,5,12867.929473876953,12867.929473877,165583608.94467121,165583608.94467241,1.1920928955078125e-06
329,1,1,5,-30358.385101318359,-30358.385101318399,921631545.95994854,921631545.95995092,2.384185791015625e-06
330,2,1,5,-2255.0479888916016,-2255.0479888916002,5085241.4322040565,5085241.4322040509,-5.5879354476928711e-09
331,3,1,5,22592.074661254883,22592.074661254901,510401837.49971491,510401837.49971575,8.3446502685546875e-07
332,4,1,5,22592.074768066406,22592.074768066399,510401842.32590276,510401842.32590246,-2.9802322387695312e-07
333,5,1,5,-2255.0479888916016,-2255.0479888916002,5085241.4322040565,5085241.4322040509,-5.5879354476928711e-09
334,6,1,5,-30358.384994506836,-30358.3849945068,921631539.47469783,921631539.47469556,-2.2649765014648438e-06
335,7,1,5,12867.929153442383,12867.929153442399,165583600.69801241,165583600.69801283,4.1723251342773438e-07
336,0,2,5,18387.755493164062,18387.755493164099,338109552.07638514,338109552.07638651,1.3709068298339844e-06
337,1,2,5,-2255.0478210449219,-2255.0478210449,5085240.67519945,5085240.6751993513,-9.8720192909240723e-08
338,2,2,5,-3406.3337097167969,-3406.3337097168001,11603109.341952994,11603109.341953017,2.2351741790771484e-08
339,3,2,5,24282.918441772461,24282.918441772501,589660128.0497731,589660128.049775,1.9073486328125e-06
340,4,2,5,24282.918090820312,24282.918090820302,589660111.0054884,589660111.00548792,-4.76837158203125e-07
341,5,2,5,-3406.3335723876953,-3406.3335723876999,11603108.406375518,11603108.40637555,3.166496753692627e-08
342,6,2,5,-2255.0477752685547,-2255.0477752686002,5085240.4687436577,5085240.4687438626,2.0489096641540527e-07
343,7,2,5,18387.75537109375,18387.755371093801,338109547.58718705,338109547.5871889,1.8477439880371094e-06
344,0,3,5,-6158.4844818115234,-6158.4844818114998,37926931.112713352,37926931.112713054,-2.9802322387695312e-07
345,1,3,5,22592.074752807617,22592.074752807599,510401841.63644737,510401841.63644654,-8.3446502685546875e-07
346,2,3,5,24282.918319702148,24282.918319702101,589660122.12132621,589660122.12132394,-2.2649765014648438e-06
347,3,3,5,23183.736175537109,23183.736175537098,537485623.05690801,537485623.05690753,-4.76837158203125e-07
348,4,3,5,23183.735992431641,23183.735992431601,537485614.56677032,537485614.56676841,-1.9073486328125e-06
349,5,3,5,24282.918304443359,24282.918304443399,589660121.38027036,589660121.38027227,1.9073486328125e-06
350,6,3,5,22592.074798583984,22592.074798583999,510401843.7048136,510401843.70481426,6.5565109252929688e-07
351,7,3,5,-6158.4842681884766,-6158.4842681885002,37926928.481524959,37926928.48152525,2.905726432800293e-07
352,0,4,5,-6158.4842529296875,-6158.4842529297002,37926928.293582931,37926928.293583088,1.5646219253540039e-07
353,1,4,5,22592.074798583984,22592.074798583999,510401843.7048136,510401843.70481426,6.5565109252929688e-07
354,2,4,5,24282.918197631836,24282.9181976318,589660116.19287932,589660116.19287765,-1.6689300537109375e-06
355,3,4,5,23183.736465454102,23183.736465454102,537485636.49962628,537485636.49962628,0
356,4,4,5,23183.736267089844,23183.7362670898,537485627.30197692,537485627.30197489,-2.0265579223632812e-06
357,5,4,5,24282.918380737305,24282.918380737301,589660125.08554959,589660125.08554947,-1.1920928955078125e-07
358,6,4,5,22592.074935913086,22592.0749359131,510401849.90991229,510401849.90991294,6.5565109252929688e-07
359,7,4,5,-6158.4842834472656,-6158.4842834473002,37926928.66946698,37926928.669467404,4.246830940246582e-07
360,0,5,5,18387.755477905273,18387.755477905299,338109551.51523536,338109551.51523632,9.5367431640625e-07
361,1,5,5,-2255.0480804443359,-2255.0480804443,5085241.845115684,5085241.8451155219,-1.6205012798309326e-07
362,2,5,5,-3406.3334350585938,-3406.3334350586001,11603107.470798079,11603107.470798122,4.2840838432312012e-08
363,3,5,5,24282.918518066406,24282.918518066399,589660131.75505245,589660131.75505209,-3.5762786865234375e-07
364,4,5,5,24282.918365478516,24282.918365478501,589660124.34449375,589660124.34449303,-7.152557373046875e-07
365,5,5,5,-3406.3333892822266,-3406.3333892822002,11603107.158938941,11603107.158938762,-1.7881393432617188e-07
366,6,5,5,-2255.0478820800781,-2255.0478820801,5085240.9504738459,5085240.9504739447,9.8720192909240723e-08
367,7,5,5,18387.755264282227,18387.755264282201,338109543.65913874,338109543.65913779,-9.5367431640625e-07
368,0,6,5,12867.929443359375,12867.9294433594,165583608.15927511,165583608.15927577,6.5565109252929688e-07
369,1,6,5,-30358.385009765625,-30358.3850097656,921631540.40116215,921631540.40116072,-1.430511474609375e-06
370,2,6,5,-2255.0478057861328,-2255.0478057861001,5085240.6063808519,5085240.6063807048,-1.4714896678924561e-07
371,3,6,5,22592.074844360352,22592.074844360399,510401845.77317983,510401845.77318192,2.0861625671386719e-06
372,4,6,5,22592.074691772461,22592.074691772501,510401838.87862575,510401838.87862754,1.7881393432617188e-06
373,5,6,5,-2255.0476226806641,-2255.0476226807,5085239.7805577144,5085239.7805578765,1.6205012798309326e-07
374,6,6,5,-30358.384796142578,-30358.3847961426,921631527.43066084,921631527.43066216,1.3113021850585938e-06
375,7,6,5,12867.929275512695,12867.929275512701,165583603.83959669,165583603.83959681,1.1920928955078125e-07
376,0,7,5,-32336.5732421875,-32336.5732421875,1045653969.0473566,1045653969.0473566,0
377,1,7,5,12867.929244995117,12867.929244995101,165583603.05420062,165583603.05420017,-4.4703483581542969e-07
378,2,7,5,18387.755447387695,18387.755447387699,338109550.39293587,338109550.39293599,1.1920928955078125e-07
379,3,7,5,-6158.4845123291016,-6158.4845123290997,37926931.488597415,37926931.488597393,-2.2351741790771484e-08
380,4,7,5,-6158.4844055175781,-6158.4844055176,37926930.173003197,37926930.173003465,2.6822090148925781e-07
381,5,7,5,18387.755569458008,18387.755569458001,338109554.88213396,338109554.88213372,-2.384185791015625e-07
382,6,7,5,12867.929412841797,12867.929412841801,165583607.37387905,165583607.37387913,8.9406967163085938e-08
383,7,7,5,-32336.573348999023,-32336.573348999002,1045653975.9551939,1045653975.9551926,-1.3113021850585938e-06
384,0,0,6,-17319.604263305664,-17319.6042633057,299968691.83751571,299968691.83751702,1.3113021850585938e-06
385,1,0,6,-15382.151733398438,-15382.151733398399,236610591.94929254,236610591.94929138,-1.1622905731201172e-06
386,2,0,6,12867.929153442383,12867.929153442399,165583600.69801241,165583600.69801283,4.1723251342773438e-07
387,3,0,6,13511.765609741211,13511.7656097412,182567809.89258528,182567809.89258498,-2.9802322387695312e-07
388,4,0,6,13511.765670776367,13511.7656707764,182567811.54197073,182567811.54197162,8.9406967163085938e-07
389,5,0,6,12867.929351806641,12867.929351806601,165583605.80308688,165583605.80308583,-1.0430812835693359e-06
390,6,0,6,-15382.151718139648,-15382.151718139599,236610591.47986653,236610591.47986501,-1.5199184417724609e-06
391,7,0,6,-17319.604232788086,-17319.6042327881,299968690.78041101,299968690.78041148,4.76837158203125e-07
392,0,1,6,-15382.151733398438,-15382.151733398399,236610591.94929254,236610591.94929138,-1.1622905731201172e-06
393,1,1,6,20105.670913696289,20105.6709136963,404238002.889853,404238002.88985342,4.1723251342773438e-07
394,2,1,6,-30358.384902954102,-30358.384902954102,921631533.91591156,921631533.91591156,0
395,3,1,6,9943.4302978515625,9943.4302978516007,98871806.088232413,98871806.088233173,7.5995922088623047e-07
396,4,1,6,9943.4302978515625,9943.4302978516007,98871806.088232413,98871806.088233173,7.5995922088623047e-07
397,5,1,6,-30358.385345458984,-30358.385345458999,921631560.78337884,921631560.78337967,8.3446502685546875e-07
398,6,1,6,20105.670989990234,20105.670989990202,404238005.95773488,404238005.95773357,-1.3113021850585938e-06
399,7,1,6,-15382.151702880859,-15382.151702880899,236610591.01044053,236610591.01044175,1.2218952178955078e-06
400,0,2,6,12867.929275512695,12867.929275512701,165583603.83959669,165583603.83959681,1.1920928955078125e-07
401,1,2,6,-30358.384994506836,-30358.3849945068,921631539.47469783,921631539.47469556,-2.2649765014648438e-06
402,2,2,6,-2255.0477752685547,-2255.0477752686002,5085240.4687436577,5085240.4687438626,2.0489096641540527e-07
403,3,2,6,22592.074615478516,22592.074615478501,510401835.43134874,510401835.43134809,-6.5565109252929688e-07
404,4,2,6,22592.074844360352,22592.074844360399,510401845.77317983,510401845.77318192,2.0861625671386719e-06
405,5,2,6,-2255.0478363037109,-2255.0478363037,5085240.744018048,5085240.7440179987,-4.9360096454620361e-08
406,6,2,6,-30358.38508605957,-30358.385086059599,921631545.0334841,921631545.03348589,1.7881393432617188e-06
407,7,2,6,12867.929168701172,12867.929168701199,165583601.09071043,165583601.09071115,7.152557373046875e-07
408,0,3,6,13511.765625,13511.765625,182567810.30493164,182567810.30493164,0
409,1,3,6,9943.4304504394531,9943.4304504395004,98871809.122726545,98871809.122727484,9.3877315521240234e-07
410,2,3,6,22592.074920654297,22592.074920654301,510401849.22045684,510401849.22045702,1.7881393432617188e-07
411,3,3,6,16021.205718994141,16021.205718994101,256679032.69033056,256679032.69032928,-1.2814998626708984e-06
412,4,3,6,16021.205642700195,16021.205642700201,256679030.24568859,256679030.24568877,1.7881393432617188e-07
413,5,3,6,22592.074737548828,22592.074737548799,510401840.94699198,510401840.94699061,-1.3709068298339844e-06
414,6,3,6,9943.4304656982422,9943.4304656982004,98871809.426175967,98871809.426175132,-8.3446502685546875e-07
415,7,3,6,13511.765625,13511.765625,182567810.30493164,182567810.30493164,0
416,0,4,6,13511.765487670898,13511.7654876709,182567806.5938144,182567806.59381443,2.9802322387695312e-08
417,1,4,6,9943.4303588867188,9943.4303588867006,98871807.302030057,98871807.302029699,-3.5762786865234375e-07
418,2,4,6,22592.074722290039,22592.074722289999,510401840.25753653,510401840.25753474,-1.7881393432617188e-06
419,3,4,6,16021.205642700195,16021.205642700201,256679030.24568859,256679030.24568877,1.7881393432617188e-07
420,4,4,6,16021.205581665039,16021.205581665001,256679028.28997502,256679028.28997377,-1.2516975402832031e-06
421,5,4,6,22592.074813842773,22592.074813842799,510401844.39426899,510401844.39427012,1.1324882507324219e-06
422,6,4,6,9943.4300231933594,9943.4300231933994,98871800.626143098,98871800.626143888,7.8976154327392578e-07
423,7,4,6,13511.765625,13511.765625,182567810.30493164,182567810.30493164,0
424,0,5,6,12867.929061889648,12867.929061889599,165583598.3418242,165583598.34182295,-1.2516975402832031e-06
425,1,5,6,-30358.385101318359,-30358.385101318399,921631545.95994854,921631545.95995092,2.384185791015625e-06
426,2,5,6,-2255.0476684570312,-2255.0476684569999,5085239.9870134927,5085239.9870133512,-1.4156103134155273e-07
427,3,5,6,22592.074813842773,22592.074813842799,510401844.39426899,510401844.39427012,1.1324882507324219e-06
428,4,5,6,22592.074798583984,22592.074798583999,510401843.7048136,510401843.70481426,6.5565109252929688e-07
429,5,5,6,-2255.0477447509766,-2255.0477447510002,5085240.3311064653,5085240.3311065724,1.0710209608078003e-07
430,6,5,6,-30358.385101318359,-30358.385101318399,921631545.95994854,921631545.95995092,2.384185791015625e-06
431,7,5,6,12867.929077148438,12867.929077148399,165583598.73452222,165583598.73452127,-9.5367431640625e-07
432,0,6,6,-15382.151947021484,-15382.151947021501,236610598.52125683,236610598.52125734,5.0663948059082031e-07
433,1,6,6,20105.67073059082,20105.670730590798,404237995.52693641,404237995.52693552,-8.9406967163085938e-07
434,2,6,6,-30358.384918212891,-30358.384918212902,921631534.84237587,921631534.84237659,7.152557373046875e-07
435,3,6,6,9943.4303588867188,9943.4303588867006,98871807.302030057,98871807.302029699,-3.5762786865234375e-07
436,4,6,6,9943.4304046630859,9943.4304046631005,98871808.212378308,98871808.212378591,2.8312206268310547e-07
437,5,6,6,-30358.384887695312,-30358.384887695302,921631532.98944712,921631532.98944652,-5.9604644775390625e-07
438,6,6,6,20105.670822143555,20105.670822143598,404237999.20839471,404237999.20839643,1.7285346984863281e-06
439,7,6,6,-15382.151931762695,-15382.151931762701,236610598.05183083,236610598.05183098,1.4901161193847656e-07
440,0,7,6,-17319.6044921875,-17319.6044921875,299968699.76580143,299968699.76580143,0
441,1,7,6,-15382.151992797852,-15382.151992797901,236610599.92953491,236610599.92953643,1.5199184417724609e-06
442,2,7,6,12867.929153442383,12867.929153442399,165583600.69801241,165583600.69801283,4.1723251342773438e-07
443,3,7,6,13511.765640258789,13511.7656402588,182567810.717278,182567810.7172783,2.9802322387695312e-07
444,4,7,6,13511.765640258789,13511.7656402588,182567810.717278,182567810.7172783,2.9802322387695312e-07
445,5,7,6,12867.929382324219,12867.929382324201,165583606.58848295,165583606.58848247,-4.76837158203125e-07
446,6,7,6,-15382.151641845703,-15382.151641845699,236610589.13273647,236610589.13273636,-1.1920928955078125e-07
447,7,7,6,-17319.604156494141,-17319.604156494101,299968688.13764912,299968688.13764775,-1.3709068298339844e-06
448,0,0,7,-1505.9557647705078,-1505.9557647705001,2267902.7654455248,2267902.7654455015,-2.3283064365386963e-08
449,1,0,7,-17319.604187011719,-17319.604187011701,299968689.19475389,299968689.19475323,-6.5565109252929688e-07
450,2,0,7,-32336.573272705078,-32336.5732727051,1045653971.0210245,1045653971.0210258,1.3113021850585938e-06
451,3,0,7,19876.870880126953,19876.870880127,395089995.98523885,395089995.9852407,1.8477439880371094e-06
452,4,0,7,19876.871185302734,19876.871185302702,395090008.11711812,395090008.11711681,-1.3113021850585938e-06
453,5,0,7,-32336.573059082031,-32336.573059081999,1045653957.2053498,1045653957.2053478,-2.0265579223632812e-06
454,6,0,7,-17319.604339599609,-17319.604339599598,299968694.4802776,299968694.48027724,-3.5762786865234375e-07
455,7,0,7,-1505.9558563232422,-1505.9558563231999,2267903.0411942694,2267903.0411941423,-1.2712553143501282e-07
456,0,1,7,-17319.604476928711,-17319.6044769287,299968699.23724908,299968699.23724866,-4.1723251342773438e-07
457,1,1,7,-15382.151870727539,-15382.151870727501,236610596.17412674,236610596.17412555,-1.1920928955078125e-06
458,2,1,7,12867.929336547852,12867.929336547901,165583605.41038883,165583605.41039011,1.2814998626708984e-06
459,3,1,7,13511.765335083008,13511.765335083001,182567802.47035083,182567802.47035062,-2.0861625671386719e-07
460,4,1,7,13511.765441894531,13511.7654418945,182567805.35677531,182567805.35677448,-8.3446502685546875e-07
461,5,1,7,12867.929229736328,12867.929229736301,165583602.66150257,165583602.66150185,-7.152557373046875e-07
462,6,1,7,-15382.151916503906,-15382.151916503901,236610597.58240479,236610597.58240461,-1.7881393432617188e-07
463,7,1,7,-17319.604263305664,-17319.6042633057,299968691.83751571,299968691.83751702,1.3113021850585938e-06
464,0,2,7,-32336.573394775391,-32336.573394775402,1045653978.9156957,1045653978.9156964,7.152557373046875e-07
465,1,2,7,12867.929122924805,12867.929122924799,165583599.91261634,165583599.91261619,-1.4901161193847656e-07
466,2,2,7,18387.755508422852,18387.755508422899,338109552.63753492,338109552.63753664,1.7285346984863281e-06
467,3,2,7,-6158.4845123291016,-6158.4845123290997,37926931.488597415,37926931.488597393,-2.2351741790771484e-08
468,4,2,7,-6158.4846038818359,-6158.4846038817996,37926932.616249613,37926932.616249166,-4.4703483581542969e-07
469,5,2,7,18387.755310058594,18387.755310058601,338109545.34258801,338109545.34258831,2.9802322387695312e-07
470,6,2,7,12867.929122924805,12867.929122924799,165583599.91261634,165583599.91261619,-1.4901161193847656e-07
471,7,2,7,-32336.573547363281,-32336.573547363299,1045653988.7840347,1045653988.7840359,1.1920928955078125e-06
472,0,3,7,19876.871109008789,19876.8711090088,395090005.08414829,395090005.08414871,4.1723251342773438e-07
473,1,3,7,13511.765518188477,13511.7655181885,182567807.4185071,182567807.41850775,6.5565109252929688e-07
474,2,3,7,-6158.4845428466797,-6158.4845428466997,37926931.864481479,37926931.864481725,2.4586915969848633e-07
475,3,3,7,-19780.107528686523,-19780.107528686502,391252653.84640127,391252653.84640044,-8.3446502685546875e-07
476,4,3,7,-19780.107315063477,-19780.107315063498,391252645.39542764,391252645.39542854,8.9406967163085938e-07
477,5,3,7,-6158.4844055175781,-6158.4844055176,37926930.173003197,37926930.173003465,2.6822090148925781e-07
478,6,3,7,13511.765594482422,13511.7655944824,182567809.48023891,182567809.48023832,-5.9604644775390625e-07
479,7,3,7,19876.871231079102,19876.871231079102,395090009.93690002,395090009.93690002,0
480,0,4,7,19876.871124267578,19876.8711242676,395090005.69074225,395090005.69074315,8.9406967163085938e-07
481,1,4,7,13511.765960693359,13511.765960693399,182567819.37655175,182567819.37655282,1.0728836059570312e-06
482,2,4,7,-6158.4844665527344,-6158.4844665526998,37926930.924771316,37926930.924770892,-4.246830940246582e-07
483,3,4,7,-19780.107421875,-19780.107421875,391252649.62091446,391252649.62091446,0
484,4,4,7,-19780.107421875,-19780.107421875,391252649.62091446,391252649.62091446,0
485,5,4,7,-6158.4846038818359,-6158.4846038817996,37926932.616249613,37926932.616249166,-4.4703483581542969e-07
486,6,4,7,13511.765548706055,13511.7655487061,182567808.24319983,182567808.24320105,1.2218952178955078e-06
487,7,4,7,19876.871109008789,19876.8711090088,395090005.08414829,395090005.08414871,4.1723251342773438e-07
488,0,5,7,-32336.573348999023,-32336.573348999002,1045653975.9551939,1045653975.9551926,-1.3113021850585938e-06
489,1,5,7,12867.929458618164,12867.9294586182,165583608.55197316,165583608.55197409,9.2387199401855469e-07
490,2,5,7,18387.755661010742,18387.755661010699,338109558.24903262,338109558.24903101,-1.6093254089355469e-06
491,3,5,7,-6158.4844818115234,-6158.4844818114998,37926931.112713352,37926931.112713054,-2.9802322387695312e-07
492,4,5,7,-6158.4841918945312,-6158.4841918945003,37926927.541814834,37926927.541814454,-3.7997961044311523e-07
493,5,5,7,18387.755554199219,18387.755554199201,338109554.32098424,338109554.32098353,-7.152557373046875e-07
494,6,5,7,12867.929412841797,12867.929412841801,165583607.37387905,165583607.37387913,8.9406967163085938e-08
495,7,5,7,-32336.573532104492,-32336.573532104499,1045653987.7972008,1045653987.7972013,4.76837158203125e-07
496,0,6,7,-17319.604217529297,-17319.604217529301,299968690.25185859,299968690.25185871,1.1920928955078125e-07
497,1,6,7,-15382.151824951172,-15382.151824951199,236610594.76584867,236610594.7658495,8.3446502685546875e-07
498,2,6,7,12867.929336547852,12867.929336547901,165583605.41038883,165583605.41039011,1.2814998626708984e-06
499,3,6,7,13511.765579223633,13511.7655792236,182567809.06789255,182567809.06789166,-8.9406967163085938e-07
500,4,6,7,13511.765441894531,13511.7654418945,182567805.35677531,182567805.35677448,-8.3446502685546875e-07
501,5,6,7,12867.929183959961,12867.929183959999,165583601.48340848,165583601.48340943,9.5367431640625e-07
502,6,6,7,-15382.15168762207,-15382.151687622099,236610590.54101449,236610590.54101539,8.9406967163085938e-07
503,7,6,7,-17319.604385375977,-17319.604385375998,299968696.06593478,299968696.06593549,7.152557373046875e-07
504,0,7,7,-1505.9560241699219,-1505.9560241699,2267903.5467336783,2267903.5467336127,-6.5658241510391235e-08
505,1,7,7,-17319.604598999023,-17319.604598999002,299968703.46566814,299968703.46566737,-7.7486038208007812e-07
506,2,7,7,-32336.573471069336,-32336.5734710693,1045653983.8498652,1045653983.8498628,-2.384185791015625e-06
507,3,7,7,19876.871032714844,19876.8710327148,395090002.05117846,395090002.05117673,-1.7285346984863281e-06
508,4,7,7,19876.871154785156,19876.8711547852,395090006.90393019,395090006.90393192,1.7285346984863281e-06
509,5,7,7,-32336.573181152344,-32336.5731811523,1045653965.100021,1045653965.1000181,-2.86102294921875e-06
510,6,7,7,-17319.604339599609,-17319.604339599598,299968694.4802776,299968694.48027724,-3.5762786865234375e-07
511,7,7,7,-1505.9560852050781,-1505.9560852051,2267903.7305662045,2267903.7305662702,6.5658241510391235e-08
