site,x,y,z,reference_psi,fpga_psi,reference_density,fpga_density,density_error
215,7,2,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
216,0,3,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
217,1,3,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
218,2,3,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
219,3,3,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
220,4,3,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
221,5,3,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
222,6,3,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
223,7,3,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
224,0,4,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
225,1,4,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
226,2,4,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
227,3,4,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
228,4,4,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
229,5,4,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
230,6,4,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
231,7,4,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
232,0,5,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
233,1,5,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
234,2,5,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
235,3,5,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
236,4,5,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
237,5,5,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
238,6,5,3,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
239,7,5,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
240,0,6,3,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
241,1,6,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
242,2,6,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
243,3,6,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
244,4,6,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
245,5,6,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
246,6,6,3,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
247,7,6,3,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
248,0,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
249,1,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
250,2,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
251,3,7,3,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
252,4,7,3,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
253,5,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
254,6,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
255,7,7,3,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
256,0,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
257,1,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
258,2,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
259,3,0,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
260,4,0,4,0.0001220703125,0.0001220703,1.4901161193847656e-08,1.4901158142089998e-08,-3.0517576580307122e-15
261,5,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
262,6,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
263,7,0,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
264,0,1,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
265,1,1,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
266,2,1,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
267,3,1,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
268,4,1,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
269,5,1,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
270,6,1,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
271,7,1,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
272,0,2,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
273,1,2,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
274,2,2,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
275,3,2,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
276,4,2,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
277,5,2,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
278,6,2,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
279,7,2,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
280,0,3,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
281,1,3,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
282,2,3,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
283,3,3,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
284,4,3,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
285,5,3,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
286,6,3,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
287,7,3,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
288,0,4,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
289,1,4,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
290,2,4,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
291,3,4,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
292,4,4,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
293,5,4,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
294,6,4,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
295,7,4,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
296,0,5,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
297,1,5,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
298,2,5,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
299,3,5,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
300,4,5,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
301,5,5,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
302,6,5,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
303,7,5,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
304,0,6,4,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
305,1,6,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
306,2,6,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
307,3,6,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
308,4,6,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
309,5,6,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
310,6,6,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
311,7,6,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
312,0,7,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
313,1,7,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
314,2,7,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
315,3,7,4,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
316,4,7,4,0.0001068115234375,0.0001068115,1.1408701539039612e-08,1.1408696532249999e-08,-5.0067896125582549e-15
317,5,7,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
318,6,7,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
319,7,7,4,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
320,0,0,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
321,1,0,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
322,2,0,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
323,3,0,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
324,4,0,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
325,5,0,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
326,6,0,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
327,7,0,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
328,0,1,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
329,1,1,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
330,2,1,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
331,3,1,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
332,4,1,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
333,5,1,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
334,6,1,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
335,7,1,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
336,0,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
337,1,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
338,2,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
339,3,2,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
340,4,2,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
341,5,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
342,6,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
343,7,2,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
344,0,3,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
345,1,3,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
346,2,3,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
347,3,3,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
348,4,3,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
349,5,3,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
350,6,3,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
351,7,3,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
352,0,4,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
353,1,4,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
354,2,4,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
355,3,4,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
356,4,4,5,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
357,5,4,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
358,6,4,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
359,7,4,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
360,0,5,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
361,1,5,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
362,2,5,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
363,3,5,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
364,4,5,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
365,5,5,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
366,6,5,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
367,7,5,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
368,0,6,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
369,1,6,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
370,2,6,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
371,3,6,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
372,4,6,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
373,5,6,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
374,6,6,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
375,7,6,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
376,0,7,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
377,1,7,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
378,2,7,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
379,3,7,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
380,4,7,5,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
381,5,7,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
382,6,7,5,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
383,7,7,5,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
384,0,0,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
385,1,0,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
386,2,0,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
387,3,0,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
388,4,0,6,9.1552734375e-05,9.1552700000000002e-05,8.3819031715393066e-09,8.3818968772899999e-09,-6.2942493067321699e-15
389,5,0,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
390,6,0,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
391,7,0,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
392,0,1,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
393,1,1,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
394,2,1,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
395,3,1,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
396,4,1,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
397,5,1,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
398,6,1,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
399,7,1,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
400,0,2,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
401,1,2,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
402,2,2,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
403,3,2,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
404,4,2,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
405,5,2,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
406,6,2,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
407,7,2,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
408,0,3,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
409,1,3,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
410,2,3,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
411,3,3,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
412,4,3,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
413,5,3,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
414,6,3,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
415,7,3,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
416,0,4,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
417,1,4,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
418,2,4,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
419,3,4,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
420,4,4,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
421,5,4,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
422,6,4,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
423,7,4,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
424,0,5,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
425,1,5,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
426,2,5,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
427,3,5,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
428,4,5,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
