logical_i,logical_j,x,y,real_acc_q16,imag_acc_q16,real,imag,density
13,29,41.935483870967744,93.548387096774192,0,0,0,0,0
14,29,45.161290322580648,93.548387096774192,0,0,0,0,0
15,29,48.387096774193552,93.548387096774192,0,0,0,0,0
16,29,51.612903225806448,93.548387096774192,0,0,0,0,0
17,29,54.838709677419352,93.548387096774192,0,0,0,0,0
18,29,58.064516129032256,93.548387096774192,0,0,0,0,0
19,29,61.29032258064516,93.548387096774192,0,0,0,0,0
20,29,64.516129032258064,93.548387096774192,0,0,0,0,0
21,29,67.741935483870961,93.548387096774192,0,0,0,0,0
22,29,70.967741935483872,93.548387096774192,0,0,0,0,0
23,29,74.193548387096769,93.548387096774192,0,0,0,0,0
24,29,77.41935483870968,93.548387096774192,0,0,0,0,0
25,29,80.645161290322577,93.548387096774192,0,0,0,0,0
26,29,83.870967741935488,93.548387096774192,0,0,0,0,0
27,29,87.096774193548384,93.548387096774192,0,0,0,0,0
28,29,90.322580645161295,93.548387096774192,0,0,0,0,0
29,29,93.548387096774192,93.548387096774192,0,0,0,0,0
30,29,96.774193548387103,93.548387096774192,0,0,0,0,0
31,29,100,93.548387096774192,0,0,0,0,0
0,30,0,96.774193548387103,0,0,0,0,0
1,30,3.225806451612903,96.774193548387103,0,0,0,0,0
2,30,6.4516129032258061,96.774193548387103,0,0,0,0,0
3,30,9.67741935483871,96.774193548387103,0,0,0,0,0
4,30,12.903225806451612,96.774193548387103,0,0,0,0,0
5,30,16.129032258064516,96.774193548387103,0,0,0,0,0
6,30,19.35483870967742,96.774193548387103,0,0,0,0,0
7,30,22.580645161290324,96.774193548387103,0,0,0,0,0
8,30,25.806451612903224,96.774193548387103,0,0,0,0,0
9,30,29.032258064516128,96.774193548387103,0,0,0,0,0
10,30,32.258064516129032,96.774193548387103,0,0,0,0,0
11,30,35.483870967741936,96.774193548387103,0,0,0,0,0
12,30,38.70967741935484,96.774193548387103,0,0,0,0,0
13,30,41.935483870967744,96.774193548387103,0,0,0,0,0
14,30,45.161290322580648,96.774193548387103,0,0,0,0,0
15,30,48.387096774193552,96.774193548387103,0,0,0,0,0
16,30,51.612903225806448,96.774193548387103,0,0,0,0,0
17,30,54.838709677419352,96.774193548387103,0,0,0,0,0
18,30,58.064516129032256,96.774193548387103,0,0,0,0,0
19,30,61.29032258064516,96.774193548387103,0,0,0,0,0
20,30,64.516129032258064,96.774193548387103,0,0,0,0,0
21,30,67.741935483870961,96.774193548387103,0,0,0,0,0
22,30,70.967741935483872,96.774193548387103,0,0,0,0,0
23,30,74.193548387096769,96.774193548387103,0,0,0,0,0
24,30,77.41935483870968,96.774193548387103,0,0,0,0,0
25,30,80.645161290322577,96.774193548387103,0,0,0,0,0
26,30,83.870967741935488,96.774193548387103,0,0,0,0,0
27,30,87.096774193548384,96.774193548387103,0,0,0,0,0
28,30,90.322580645161295,96.774193548387103,0,0,0,0,0
29,30,93.548387096774192,96.774193548387103,0,0,0,0,0
30,30,96.774193548387103,96.774193548387103,0,0,0,0,0
31,30,100,96.774193548387103,0,0,0,0,0
0,31,0,100,0,0,0,0,0
1,31,3.225806451612903,100,0,0,0,0,0
2,31,6.4516129032258061,100,0,0,0,0,0
3,31,9.67741935483871,100,0,0,0,0,0
4,31,12.903225806451612,100,0,0,0,0,0
5,31,16.129032258064516,100,0,0,0,0,0
6,31,19.35483870967742,100,0,0,0,0,0
7,31,22.580645161290324,100,0,0,0,0,0
8,31,25.806451612903224,100,0,0,0,0,0
9,31,29.032258064516128,100,0,0,0,0,0
10,31,32.258064516129032,100,0,0,0,0,0
11,31,35.483870967741936,100,0,0,0,0,0
12,31,38.70967741935484,100,0,0,0,0,0
13,31,41.935483870967744,100,0,0,0,0,0
14,31,45.161290322580648,100,0,0,0,0,0
15,31,48.387096774193552,100,0,0,0,0,0
16,31,51.612903225806448,100,0,0,0,0,0
17,31,54.838709677419352,100,0,0,0,0,0
18,31,58.064516129032256,100,0,0,0,0,0
19,31,61.29032258064516,100,0,0,0,0,0
20,31,64.516129032258064,100,0,0,0,0,0
21,31,67.741935483870961,100,0,0,0,0,0
22,31,70.967741935483872,100,0,0,0,0,0
23,31,74.193548387096769,100,0,0,0,0,0
24,31,77.41935483870968,100,0,0,0,0,0
25,31,80.645161290322577,100,0,0,0,0,0
26,31,83.870967741935488,100,0,0,0,0,0
27,31,87.096774193548384,100,0,0,0,0,0
28,31,90.322580645161295,100,0,0,0,0,0
29,31,93.548387096774192,100,0,0,0,0,0
30,31,96.774193548387103,100,0,0,0,0,0
31,31,100,100,0,0,0,0,0
