logical_i,logical_j,logical_k,x,y,z,real_acc_q16,imag_acc_q16,real,imag,density
3,8,3,33.333333333333336,88.888888888888886,33.333333333333336,0,0,0,0,0
4,8,3,44.444444444444443,88.888888888888886,33.333333333333336,0,0,0,0,0
5,8,3,55.555555555555557,88.888888888888886,33.333333333333336,0,0,0,0,0
6,8,3,66.666666666666671,88.888888888888886,33.333333333333336,0,0,0,0,0
7,8,3,77.777777777777771,88.888888888888886,33.333333333333336,0,0,0,0,0
8,8,3,88.888888888888886,88.888888888888886,33.333333333333336,0,0,0,0,0
9,8,3,100,88.888888888888886,33.333333333333336,0,0,0,0,0
0,9,3,0,100,33.333333333333336,0,0,0,0,0
1,9,3,11.111111111111111,100,33.333333333333336,0,0,0,0,0
2,9,3,22.222222222222221,100,33.333333333333336,0,0,0,0,0
3,9,3,33.333333333333336,100,33.333333333333336,0,0,0,0,0
4,9,3,44.444444444444443,100,33.333333333333336,0,0,0,0,0
5,9,3,55.555555555555557,100,33.333333333333336,0,0,0,0,0
6,9,3,66.666666666666671,100,33.333333333333336,0,0,0,0,0
7,9,3,77.777777777777771,100,33.333333333333336,0,0,0,0,0
8,9,3,88.888888888888886,100,33.333333333333336,0,0,0,0,0
9,9,3,100,100,33.333333333333336,0,0,0,0,0
0,0,4,0,0,44.444444444444443,0,0,0,0,0
1,0,4,11.111111111111111,0,44.444444444444443,0,0,0,0,0
2,0,4,22.222222222222221,0,44.444444444444443,0,0,0,0,0
3,0,4,33.333333333333336,0,44.444444444444443,0,0,0,0,0
4,0,4,44.444444444444443,0,44.444444444444443,0,0,0,0,0
5,0,4,55.555555555555557,0,44.444444444444443,0,0,0,0,0
6,0,4,66.666666666666671,0,44.444444444444443,0,0,0,0,0
7,0,4,77.777777777777771,0,44.444444444444443,0,0,0,0,0
8,0,4,88.888888888888886,0,44.444444444444443,0,0,0,0,0
9,0,4,100,0,44.444444444444443,0,0,0,0,0
0,1,4,0,11.111111111111111,44.444444444444443,0,0,0,0,0
1,1,4,11.111111111111111,11.111111111111111,44.444444444444443,0,0,0,0,0
2,1,4,22.222222222222221,11.111111111111111,44.444444444444443,0,0,0,0,0
3,1,4,33.333333333333336,11.111111111111111,44.444444444444443,0,0,0,0,0
4,1,4,44.444444444444443,11.111111111111111,44.444444444444443,0,0,0,0,0
5,1,4,55.555555555555557,11.111111111111111,44.444444444444443,0,0,0,0,0
6,1,4,66.666666666666671,11.111111111111111,44.444444444444443,0,0,0,0,0
7,1,4,77.777777777777771,11.111111111111111,44.444444444444443,0,0,0,0,0
8,1,4,88.888888888888886,11.111111111111111,44.444444444444443,0,0,0,0,0
9,1,4,100,11.111111111111111,44.444444444444443,0,0,0,0,0
0,2,4,0,22.222222222222221,44.444444444444443,0,0,0,0,0
1,2,4,11.111111111111111,22.222222222222221,44.444444444444443,0,0,0,0,0
2,2,4,22.222222222222221,22.222222222222221,44.444444444444443,0,0,0,0,0
3,2,4,33.333333333333336,22.222222222222221,44.444444444444443,0,0,0,0,0
4,2,4,44.444444444444443,22.222222222222221,44.444444444444443,0,0,0,0,0
5,2,4,55.555555555555557,22.222222222222221,44.444444444444443,0,0,0,0,0
6,2,4,66.666666666666671,22.222222222222221,44.444444444444443,0,0,0,0,0
7,2,4,77.777777777777771,22.222222222222221,44.444444444444443,0,0,0,0,0
8,2,4,88.888888888888886,22.222222222222221,44.444444444444443,0,0,0,0,0
9,2,4,100,22.222222222222221,44.444444444444443,0,0,0,0,0
0,3,4,0,33.333333333333336,44.444444444444443,0,0,0,0,0
1,3,4,11.111111111111111,33.333333333333336,44.444444444444443,0,0,0,0,0
2,3,4,22.222222222222221,33.333333333333336,44.444444444444443,0,0,0,0,0
3,3,4,33.333333333333336,33.333333333333336,44.444444444444443,0,0,0,0,0
4,3,4,44.444444444444443,33.333333333333336,44.444444444444443,0,0,0,0,0
5,3,4,55.555555555555557,33.333333333333336,44.444444444444443,0,0,0,0,0
6,3,4,66.666666666666671,33.333333333333336,44.444444444444443,0,0,0,0,0
7,3,4,77.777777777777771,33.333333333333336,44.444444444444443,0,0,0,0,0
8,3,4,88.888888888888886,33.333333333333336,44.444444444444443,0,0,0,0,0
9,3,4,100,33.333333333333336,44.444444444444443,0,0,0,0,0
0,4,4,0,44.444444444444443,44.444444444444443,0,0,0,0,0
1,4,4,11.111111111111111,44.444444444444443,44.444444444444443,0,0,0,0,0
2,4,4,22.222222222222221,44.444444444444443,44.444444444444443,0,0,0,0,0
3,4,4,33.333333333333336,44.444444444444443,44.444444444444443,0,0,0,0,0
4,4,4,44.444444444444443,44.444444444444443,44.444444444444443,0,0,0,0,0
5,4,4,55.555555555555557,44.444444444444443,44.444444444444443,0,0,0,0,0
6,4,4,66.666666666666671,44.444444444444443,44.444444444444443,0,0,0,0,0
7,4,4,77.777777777777771,44.444444444444443,44.444444444444443,0,0,0,0,0
8,4,4,88.888888888888886,44.444444444444443,44.444444444444443,0,0,0,0,0
9,4,4,100,44.444444444444443,44.444444444444443,0,0,0,0,0
0,5,4,0,55.555555555555557,44.444444444444443,0,0,0,0,0
1,5,4,11.111111111111111,55.555555555555557,44.444444444444443,0,0,0,0,0
2,5,4,22.222222222222221,55.555555555555557,44.444444444444443,0,0,0,0,0
3,5,4,33.333333333333336,55.555555555555557,44.444444444444443,0,0,0,0,0
4,5,4,44.444444444444443,55.555555555555557,44.444444444444443,0,0,0,0,0
5,5,4,55.555555555555557,55.555555555555557,44.444444444444443,0,0,0,0,0
6,5,4,66.666666666666671,55.555555555555557,44.444444444444443,0,0,0,0,0
7,5,4,77.777777777777771,55.555555555555557,44.444444444444443,0,0,0,0,0
8,5,4,88.888888888888886,55.555555555555557,44.444444444444443,0,0,0,0,0
9,5,4,100,55.555555555555557,44.444444444444443,0,0,0,0,0
0,6,4,0,66.666666666666671,44.444444444444443,0,0,0,0,0
1,6,4,11.111111111111111,66.666666666666671,44.444444444444443,0,0,0,0,0
2,6,4,22.222222222222221,66.666666666666671,44.444444444444443,0,0,0,0,0
3,6,4,33.333333333333336,66.666666666666671,44.444444444444443,0,0,0,0,0
4,6,4,44.444444444444443,66.666666666666671,44.444444444444443,0,0,0,0,0
5,6,4,55.555555555555557,66.666666666666671,44.444444444444443,0,0,0,0,0
6,6,4,66.666666666666671,66.666666666666671,44.444444444444443,0,0,0,0,0
7,6,4,77.777777777777771,66.666666666666671,44.444444444444443,0,0,0,0,0
8,6,4,88.888888888888886,66.666666666666671,44.444444444444443,0,0,0,0,0
9,6,4,100,66.666666666666671,44.444444444444443,0,0,0,0,0
0,7,4,0,77.777777777777771,44.444444444444443,0,0,0,0,0
1,7,4,11.111111111111111,77.777777777777771,44.444444444444443,0,0,0,0,0
2,7,4,22.222222222222221,77.777777777777771,44.444444444444443,0,0,0,0,0
3,7,4,33.333333333333336,77.777777777777771,44.444444444444443,0,0,0,0,0
4,7,4,44.444444444444443,77.777777777777771,44.444444444444443,0,0,0,0,0
5,7,4,55.555555555555557,77.777777777777771,44.444444444444443,0,0,0,0,0
6,7,4,66.666666666666671,77.777777777777771,44.444444444444443,0,0,0,0,0
7,7,4,77.777777777777771,77.777777777777771,44.444444444444443,0,0,0,0,0
8,7,4,88.888888888888886,77.777777777777771,44.444444444444443,0,0,0,0,0
9,7,4,100,77.777777777777771,44.444444444444443,0,0,0,0,0
0,8,4,0,88.888888888888886,44.444444444444443,0,0,0,0,0
1,8,4,11.111111111111111,88.888888888888886,44.444444444444443,0,0,0,0,0
2,8,4,22.222222222222221,88.888888888888886,44.444444444444443,0,0,0,0,0
3,8,4,33.333333333333336,88.888888888888886,44.444444444444443,0,0,0,0,0
4,8,4,44.444444444444443,88.888888888888886,44.444444444444443,0,0,0,0,0
5,8,4,55.555555555555557,88.888888888888886,44.444444444444443,0,0,0,0,0
6,8,4,66.666666666666671,88.888888888888886,44.444444444444443,0,0,0,0,0
7,8,4,77.777777777777771,88.888888888888886,44.444444444444443,0,0,0,0,0
8,8,4,88.888888888888886,88.888888888888886,44.444444444444443,0,0,0,0,0
9,8,4,100,88.888888888888886,44.444444444444443,0,0,0,0,0
0,9,4,0,100,44.444444444444443,0,0,0,0,0
1,9,4,11.111111111111111,100,44.444444444444443,0,0,0,0,0
2,9,4,22.222222222222221,100,44.444444444444443,0,0,0,0,0
3,9,4,33.333333333333336,100,44.444444444444443,0,0,0,0,0
4,9,4,44.444444444444443,100,44.444444444444443,0,0,0,0,0
5,9,4,55.555555555555557,100,44.444444444444443,0,0,0,0,0
6,9,4,66.666666666666671,100,44.444444444444443,0,0,0,0,0
7,9,4,77.777777777777771,100,44.444444444444443,0,0,0,0,0
8,9,4,88.888888888888886,100,44.444444444444443,0,0,0,0,0
9,9,4,100,100,44.444444444444443,0,0,0,0,0
0,0,5,0,0,55.555555555555557,0,0,0,0,0
1,0,5,11.111111111111111,0,55.555555555555557,0,0,0,0,0
2,0,5,22.222222222222221,0,55.555555555555557,0,0,0,0,0
3,0,5,33.333333333333336,0,55.555555555555557,0,0,0,0,0
4,0,5,44.444444444444443,0,55.555555555555557,0,0,0,0,0
5,0,5,55.555555555555557,0,55.555555555555557,0,0,0,0,0
6,0,5,66.666666666666671,0,55.555555555555557,0,0,0,0,0
7,0,5,77.777777777777771,0,55.555555555555557,0,0,0,0,0
8,0,5,88.888888888888886,0,55.555555555555557,0,0,0,0,0
9,0,5,100,0,55.555555555555557,0,0,0,0,0
0,1,5,0,11.111111111111111,55.555555555555557,0,0,0,0,0
1,1,5,11.111111111111111,11.111111111111111,55.555555555555557,0,0,0,0,0
2,1,5,22.222222222222221,11.111111111111111,55.555555555555557,0,0,0,0,0
3,1,5,33.333333333333336,11.111111111111111,55.555555555555557,0,0,0,0,0
4,1,5,44.444444444444443,11.111111111111111,55.555555555555557,0,0,0,0,0
5,1,5,55.555555555555557,11.111111111111111,55.555555555555557,0,0,0,0,0
6,1,5,66.666666666666671,11.111111111111111,55.555555555555557,0,0,0,0,0
7,1,5,77.777777777777771,11.111111111111111,55.555555555555557,0,0,0,0,0
8,1,5,88.888888888888886,11.111111111111111,55.555555555555557,0,0,0,0,0
9,1,5,100,11.111111111111111,55.555555555555557,0,0,0,0,0
0,2,5,0,22.222222222222221,55.555555555555557,0,0,0,0,0
1,2,5,11.111111111111111,22.222222222222221,55.555555555555557,0,0,0,0,0
2,2,5,22.222222222222221,22.222222222222221,55.555555555555557,0,0,0,0,0
3,2,5,33.333333333333336,22.222222222222221,55.555555555555557,0,0,0,0,0
4,2,5,44.444444444444443,22.222222222222221,55.555555555555557,0,0,0,0,0
5,2,5,55.555555555555557,22.222222222222221,55.555555555555557,0,0,0,0,0
6,2,5,66.666666666666671,22.222222222222221,55.555555555555557,0,0,0,0,0
7,2,5,77.777777777777771,22.222222222222221,55.555555555555557,0,0,0,0,0
8,2,5,88.888888888888886,22.222222222222221,55.555555555555557,0,0,0,0,0
9,2,5,100,22.222222222222221,55.555555555555557,0,0,0,0,0
0,3,5,0,33.333333333333336,55.555555555555557,0,0,0,0,0
1,3,5,11.111111111111111,33.333333333333336,55.555555555555557,0,0,0,0,0
2,3,5,22.222222222222221,33.333333333333336,55.555555555555557,0,0,0,0,0
3,3,5,33.333333333333336,33.333333333333336,55.555555555555557,0,0,0,0,0
4,3,5,44.444444444444443,33.333333333333336,55.555555555555557,0,0,0,0,0
5,3,5,55.555555555555557,33.333333333333336,55.555555555555557,0,0,0,0,0
6,3,5,66.666666666666671,33.333333333333336,55.555555555555557,0,0,0,0,0
7,3,5,77.777777777777771,33.333333333333336,55.555555555555557,0,0,0,0,0
8,3,5,88.888888888888886,33.333333333333336,55.555555555555557,0,0,0,0,0
9,3,5,100,33.333333333333336,55.555555555555557,0,0,0,0,0
0,4,5,0,44.444444444444443,55.555555555555557,0,0,0,0,0
1,4,5,11.111111111111111,44.444444444444443,55.555555555555557,0,0,0,0,0
2,4,5,22.222222222222221,44.444444444444443,55.555555555555557,0,0,0,0,0
3,4,5,33.333333333333336,44.444444444444443,55.555555555555557,0,0,0,0,0
4,4,5,44.444444444444443,44.444444444444443,55.555555555555557,0,0,0,0,0
5,4,5,55.555555555555557,44.444444444444443,55.555555555555557,0,0,0,0,0
6,4,5,66.666666666666671,44.444444444444443,55.555555555555557,0,0,0,0,0
7,4,5,77.777777777777771,44.444444444444443,55.555555555555557,0,0,0,0,0
8,4,5,88.888888888888886,44.444444444444443,55.555555555555557,0,0,0,0,0
9,4,5,100,44.444444444444443,55.555555555555557,0,0,0,0,0
0,5,5,0,55.555555555555557,55.555555555555557,0,0,0,0,0
1,5,5,11.111111111111111,55.555555555555557,55.555555555555557,0,0,0,0,0
2,5,5,22.222222222222221,55.555555555555557,55.555555555555557,0,0,0,0,0
3,5,5,33.333333333333336,55.555555555555557,55.555555555555557,0,0,0,0,0
4,5,5,44.444444444444443,55.555555555555557,55.555555555555557,0,0,0,0,0
5,5,5,55.555555555555557,55.555555555555557,55.555555555555557,0,0,0,0,0
6,5,5,66.666666666666671,55.555555555555557,55.555555555555557,0,0,0,0,0
7,5,5,77.777777777777771,55.555555555555557,55.555555555555557,0,0,0,0,0
8,5,5,88.888888888888886,55.555555555555557,55.555555555555557,0,0,0,0,0
9,5,5,100,55.555555555555557,55.555555555555557,0,0,0,0,0
0,6,5,0,66.666666666666671,55.555555555555557,0,0,0,0,0
1,6,5,11.111111111111111,66.666666666666671,55.555555555555557,0,0,0,0,0
2,6,5,22.222222222222221,66.666666666666671,55.555555555555557,0,0,0,0,0
3,6,5,33.333333333333336,66.666666666666671,55.555555555555557,0,0,0,0,0
4,6,5,44.444444444444443,66.666666666666671,55.555555555555557,0,0,0,0,0
5,6,5,55.555555555555557,66.666666666666671,55.555555555555557,0,0,0,0,0
6,6,5,66.666666666666671,66.666666666666671,55.555555555555557,0,0,0,0,0
7,6,5,77.777777777777771,66.666666666666671,55.555555555555557,0,0,0,0,0
8,6,5,88.888888888888886,66.666666666666671,55.555555555555557,0,0,0,0,0
9,6,5,100,66.666666666666671,55.555555555555557,0,0,0,0,0
0,7,5,0,77.777777777777771,55.555555555555557,0,0,0,0,0
1,7,5,11.111111111111111,77.777777777777771,55.555555555555557,0,0,0,0,0
2,7,5,22.222222222222221,77.777777777777771,55.555555555555557,0,0,0,0,0
3,7,5,33.333333333333336,77.777777777777771,55.555555555555557,0,0,0,0,0
4,7,5,44.444444444444443,77.777777777777771,55.555555555555557,0,0,0,0,0
5,7,5,55.555555555555557,77.777777777777771,55.555555555555557,0,0,0,0,0
6,7,5,66.666666666666671,77.777777777777771,55.555555555555557,0,0,0,0,0
7,7,5,77.777777777777771,77.777777777777771,55.555555555555557,0,0,0,0,0
8,7,5,88.888888888888886,77.777777777777771,55.555555555555557,0,0,0,0,0
9,7,5,100,77.777777777777771,55.555555555555557,0,0,0,0,0
0,8,5,0,88.888888888888886,55.555555555555557,0,0,0,0,0
1,8,5,11.111111111111111,88.888888888888886,55.555555555555557,0,0,0,0,0
2,8,5,22.222222222222221,88.888888888888886,55.555555555555557,0,0,0,0,0
3,8,5,33.333333333333336,88.888888888888886,55.555555555555557,0,0,0,0,0
4,8,5,44.444444444444443,88.888888888888886,55.555555555555557,0,0,0,0,0
5,8,5,55.555555555555557,88.888888888888886,55.555555555555557,0,0,0,0,0
6,8,5,66.666666666666671,88.888888888888886,55.555555555555557,0,0,0,0,0
7,8,5,77.777777777777771,88.888888888888886,55.555555555555557,0,0,0,0,0
8,8,5,88.888888888888886,88.888888888888886,55.555555555555557,0,0,0,0,0
9,8,5,100,88.888888888888886,55.555555555555557,0,0,0,0,0
0,9,5,0,100,55.555555555555557,0,0,0,0,0
1,9,5,11.111111111111111,100,55.555555555555557,0,0,0,0,0
2,9,5,22.222222222222221,100,55.555555555555557,0,0,0,0,0
3,9,5,33.333333333333336,100,55.555555555555557,0,0,0,0,0
4,9,5,44.444444444444443,100,55.555555555555557,0,0,0,0,0
5,9,5,55.555555555555557,100,55.555555555555557,0,0,0,0,0
6,9,5,66.666666666666671,100,55.555555555555557,0,0,0,0,0
7,9,5,77.777777777777771,100,55.555555555555557,0,0,0,0,0
8,9,5,88.888888888888886,100,55.555555555555557,0,0,0,0,0
9,9,5,100,100,55.555555555555557,0,0,0,0,0
0,0,6,0,0,66.666666666666671,0,0,0,0,0
1,0,6,11.111111111111111,0,66.666666666666671,0,0,0,0,0
2,0,6,22.222222222222221,0,66.666666666666671,0,0,0,0,0
3,0,6,33.333333333333336,0,66.666666666666671,0,0,0,0,0
4,0,6,44.444444444444443,0,66.666666666666671,0,0,0,0,0
5,0,6,55.555555555555557,0,66.666666666666671,0,0,0,0,0
6,0,6,66.666666666666671,0,66.666666666666671,0,0,0,0,0
7,0,6,77.777777777777771,0,66.666666666666671,0,0,0,0,0
8,0,6,88.888888888888886,0,66.666666666666671,0,0,0,0,0
9,0,6,100,0,66.666666666666671,0,0,0,0,0
0,1,6,0,11.111111111111111,66.666666666666671,0,0,0,0,0
1,1,6,11.111111111111111,11.111111111111111,66.666666666666671,0,0,0,0,0
2,1,6,22.222222222222221,11.111111111111111,66.666666666666671,0,0,0,0,0
3,1,6,33.333333333333336,11.111111111111111,66.666666666666671,0,0,0,0,0
4,1,6,44.444444444444443,11.111111111111111,66.666666666666671,0,0,0,0,0
5,1,6,55.555555555555557,11.111111111111111,66.666666666666671,0,0,0,0,0
6,1,6,66.666666666666671,11.111111111111111,66.666666666666671,0,0,0,0,0
7,1,6,77.777777777777771,11.111111111111111,66.666666666666671,0,0,0,0,0
8,1,6,88.888888888888886,11.111111111111111,66.666666666666671,0,0,0,0,0
9,1,6,100,11.111111111111111,66.666666666666671,0,0,0,0,0
0,2,6,0,22.222222222222221,66.666666666666671,0,0,0,0,0
1,2,6,11.111111111111111,22.222222222222221,66.666666666666671,0,0,0,0,0
2,2,6,22.222222222222221,22.222222222222221,66.666666666666671,0,0,0,0,0
3,2,6,33.333333333333336,22.222222222222221,66.666666666666671,0,0,0,0,0
4,2,6,44.444444444444443,22.222222222222221,66.666666666666671,0,0,0,0,0
5,2,6,55.555555555555557,22.222222222222221,66.666666666666671,0,0,0,0,0
6,2,6,66.666666666666671,22.222222222222221,66.666666666666671,0,0,0,0,0
7,2,6,77.777777777777771,22.222222222222221,66.666666666666671,0,0,0,0,0
8,2,6,88.888888888888886,22.222222222222221,66.666666666666671,0,0,0,0,0
9,2,6,100,22.222222222222221,66.666666666666671,0,0,0,0,0
0,3,6,0,33.333333333333336,66.666666666666671,0,0,0,0,0
1,3,6,11.111111111111111,33.333333333333336,66.666666666666671,0,0,0,0,0
2,3,6,22.222222222222221,33.333333333333336,66.666666666666671,0,0,0,0,0
3,3,6,33.333333333333336,33.333333333333336,66.666666666666671,0,0,0,0,0
4,3,6,44.444444444444443,33.333333333333336,66.666666666666671,0,0,0,0,0
5,3,6,55.555555555555557,33.333333333333336,66.666666666666671,0,0,0,0,0
6,3,6,66.666666666666671,33.333333333333336,66.666666666666671,0,0,0,0,0
7,3,6,77.777777777777771,33.333333333333336,66.666666666666671,0,0,0,0,0
8,3,6,88.888888888888886,33.333333333333336,66.666666666666671,0,0,0,0,0
9,3,6,100,33.333333333333336,66.666666666666671,0,0,0,0,0
0,4,6,0,44.444444444444443,66.666666666666671,0,0,0,0,0
1,4,6,11.111111111111111,44.444444444444443,66.666666666666671,0,0,0,0,0
2,4,6,22.222222222222221,44.444444444444443,66.666666666666671,0,0,0,0,0
3,4,6,33.333333333333336,44.444444444444443,66.666666666666671,0,0,0,0,0
4,4,6,44.444444444444443,44.444444444444443,66.666666666666671,0,0,0,0,0
5,4,6,55.555555555555557,44.444444444444443,66.666666666666671,0,0,0,0,0
6,4,6,66.666666666666671,44.444444444444443,66.666666666666671,0,0,0,0,0
7,4,6,77.777777777777771,44.444444444444443,66.666666666666671,0,0,0,0,0
8,4,6,88.888888888888886,44.444444444444443,66.666666666666671,0,0,0,0,0
9,4,6,100,44.444444444444443,66.666666666666671,0,0,0,0,0
0,5,6,0,55.555555555555557,66.666666666666671,0,0,0,0,0
1,5,6,11.111111111111111,55.555555555555557,66.666666666666671,0,0,0,0,0
2,5,6,22.222222222222221,55.555555555555557,66.666666666666671,0,0,0,0,0
3,5,6,33.333333333333336,55.555555555555557,66.666666666666671,0,0,0,0,0
4,5,6,44.444444444444443,55.555555555555557,66.666666666666671,0,0,0,0,0
5,5,6,55.555555555555557,55.555555555555557,66.666666666666671,0,0,0,0,0
6,5,6,66.666666666666671,55.555555555555557,66.666666666666671,0,0,0,0,0
7,5,6,77.777777777777771,55.555555555555557,66.666666666666671,0,0,0,0,0
8,5,6,88.888888888888886,55.555555555555557,66.666666666666671,0,0,0,0,0
9,5,6,100,55.555555555555557,66.666666666666671,0,0,0,0,0
0,6,6,0,66.666666666666671,66.666666666666671,0,0,0,0,0
1,6,6,11.111111111111111,66.666666666666671,66.666666666666671,0,0,0,0,0
2,6,6,22.222222222222221,66.666666666666671,66.666666666666671,0,0,0,0,0
3,6,6,33.333333333333336,66.666666666666671,66.666666666666671,0,0,0,0,0
4,6,6,44.444444444444443,66.666666666666671,66.666666666666671,0,0,0,0,0
5,6,6,55.555555555555557,66.666666666666671,66.666666666666671,0,0,0,0,0
6,6,6,66.666666666666671,66.666666666666671,66.666666666666671,0,0,0,0,0
7,6,6,77.777777777777771,66.666666666666671,66.666666666666671,0,0,0,0,0
8,6,6,88.888888888888886,66.666666666666671,66.666666666666671,0,0,0,0,0
9,6,6,100,66.666666666666671,66.666666666666671,0,0,0,0,0
0,7,6,0,77.777777777777771,66.666666666666671,0,0,0,0,0
1,7,6,11.111111111111111,77.777777777777771,66.666666666666671,0,0,0,0,0
2,7,6,22.222222222222221,77.777777777777771,66.666666666666671,0,0,0,0,0
3,7,6,33.333333333333336,77.777777777777771,66.666666666666671,0,0,0,0,0
4,7,6,44.444444444444443,77.777777777777771,66.666666666666671,0,0,0,0,0
5,7,6,55.555555555555557,77.777777777777771,66.666666666666671,0,0,0,0,0
6,7,6,66.666666666666671,77.777777777777771,66.666666666666671,0,0,0,0,0
7,7,6,77.777777777777771,77.777777777777771,66.666666666666671,0,0,0,0,0
8,7,6,88.888888888888886,77.777777777777771,66.666666666666671,0,0,0,0,0
9,7,6,100,77.777777777777771,66.666666666666671,0,0,0,0,0
0,8,6,0,88.888888888888886,66.666666666666671,0,0,0,0,0
1,8,6,11.111111111111111,88.888888888888886,66.666666666666671,0,0,0,0,0
2,8,6,22.222222222222221,88.888888888888886,66.666666666666671,0,0,0,0,0
3,8,6,33.333333333333336,88.888888888888886,66.666666666666671,0,0,0,0,0
4,8,6,44.444444444444443,88.888888888888886,66.666666666666671,0,0,0,0,0
5,8,6,55.555555555555557,88.888888888888886,66.666666666666671,0,0,0,0,0
6,8,6,66.666666666666671,88.888888888888886,66.666666666666671,0,0,0,0,0
7,8,6,77.777777777777771,88.888888888888886,66.666666666666671,0,0,0,0,0
8,8,6,88.888888888888886,88.888888888888886,66.666666666666671,0,0,0,0,0
9,8,6,100,88.888888888888886,66.666666666666671,0,0,0,0,0
0,9,6,0,100,66.666666666666671,0,0,0,0,0
1,9,6,11.111111111111111,100,66.666666666666671,0,0,0,0,0
2,9,6,22.222222222222221,100,66.666666666666671,0,0,0,0,0
3,9,6,33.333333333333336,100,66.666666666666671,0,0,0,0,0
4,9,6,44.444444444444443,100,66.666666666666671,0,0,0,0,0
5,9,6,55.555555555555557,100,66.666666666666671,0,0,0,0,0
6,9,6,66.666666666666671,100,66.666666666666671,0,0,0,0,0
7,9,6,77.777777777777771,100,66.666666666666671,0,0,0,0,0
8,9,6,88.888888888888886,100,66.666666666666671,0,0,0,0,0
9,9,6,100,100,66.666666666666671,0,0,0,0,0
0,0,7,0,0,77.777777777777771,0,0,0,0,0
1,0,7,11.111111111111111,0,77.777777777777771,0,0,0,0,0
2,0,7,22.222222222222221,0,77.777777777777771,0,0,0,0,0
3,0,7,33.333333333333336,0,77.777777777777771,0,0,0,0,0
4,0,7,44.444444444444443,0,77.777777777777771,0,0,0,0,0
5,0,7,55.555555555555557,0,77.777777777777771,0,0,0,0,0
6,0,7,66.666666666666671,0,77.777777777777771,0,0,0,0,0
7,0,7,77.777777777777771,0,77.777777777777771,0,0,0,0,0
8,0,7,88.888888888888886,0,77.777777777777771,0,0,0,0,0
9,0,7,100,0,77.777777777777771,0,0,0,0,0
0,1,7,0,11.111111111111111,77.777777777777771,0,0,0,0,0
1,1,7,11.111111111111111,11.111111111111111,77.777777777777771,0,0,0,0,0
2,1,7,22.222222222222221,11.111111111111111,77.777777777777771,0,0,0,0,0
3,1,7,33.333333333333336,11.111111111111111,77.777777777777771,0,0,0,0,0
4,1,7,44.444444444444443,11.111111111111111,77.777777777777771,0,0,0,0,0
5,1,7,55.555555555555557,11.111111111111111,77.777777777777771,0,0,0,0,0
6,1,7,66.666666666666671,11.111111111111111,77.777777777777771,0,0,0,0,0
7,1,7,77.777777777777771,11.111111111111111,77.777777777777771,0,0,0,0,0
8,1,7,88.888888888888886,11.111111111111111,77.777777777777771,0,0,0,0,0
9,1,7,100,11.111111111111111,77.777777777777771,0,0,0,0,0
0,2,7,0,22.222222222222221,77.777777777777771,0,0,0,0,0
1,2,7,11.111111111111111,22.222222222222221,77.777777777777771,0,0,0,0,0
2,2,7,22.222222222222221,22.222222222222221,77.777777777777771,0,0,0,0,0
3,2,7,33.333333333333336,22.222222222222221,77.777777777777771,0,0,0,0,0
4,2,7,44.444444444444443,22.222222222222221,77.777777777777771,0,0,0,0,0
5,2,7,55.555555555555557,22.222222222222221,77.777777777777771,0,0,0,0,0
6,2,7,66.666666666666671,22.222222222222221,77.777777777777771,0,0,0,0,0
7,2,7,77.777777777777771,22.222222222222221,77.777777777777771,0,0,0,0,0
8,2,7,88.888888888888886,22.222222222222221,77.777777777777771,0,0,0,0,0
9,2,7,100,22.222222222222221,77.777777777777771,0,0,0,0,0
0,3,7,0,33.333333333333336,77.777777777777771,0,0,0,0,0
1,3,7,11.111111111111111,33.333333333333336,77.777777777777771,0,0,0,0,0
2,3,7,22.222222222222221,33.333333333333336,77.777777777777771,0,0,0,0,0
3,3,7,33.333333333333336,33.333333333333336,77.777777777777771,0,0,0,0,0
4,3,7,44.444444444444443,33.333333333333336,77.777777777777771,0,0,0,0,0
5,3,7,55.555555555555557,33.333333333333336,77.777777777777771,0,0,0,0,0
6,3,7,66.666666666666671,33.333333333333336,77.777777777777771,0,0,0,0,0
7,3,7,77.777777777777771,33.333333333333336,77.777777777777771,0,0,0,0,0
8,3,7,88.888888888888886,33.333333333333336,77.777777777777771,0,0,0,0,0
9,3,7,100,33.333333333333336,77.777777777777771,0,0,0,0,0
0,4,7,0,44.444444444444443,77.777777777777771,0,0,0,0,0
1,4,7,11.111111111111111,44.444444444444443,77.777777777777771,0,0,0,0,0
2,4,7,22.222222222222221,44.444444444444443,77.777777777777771,0,0,0,0,0
3,4,7,33.333333333333336,44.444444444444443,77.777777777777771,0,0,0,0,0
4,4,7,44.444444444444443,44.444444444444443,77.777777777777771,0,0,0,0,0
5,4,7,55.555555555555557,44.444444444444443,77.777777777777771,0,0,0,0,0
6,4,7,66.666666666666671,44.444444444444443,77.777777777777771,0,0,0,0,0
7,4,7,77.777777777777771,44.444444444444443,77.777777777777771,0,0,0,0,0
8,4,7,88.888888888888886,44.444444444444443,77.777777777777771,0,0,0,0,0
9,4,7,100,44.444444444444443,77.777777777777771,0,0,0,0,0
0,5,7,0,55.555555555555557,77.777777777777771,0,0,0,0,0
1,5,7,11.111111111111111,55.555555555555557,77.777777777777771,0,0,0,0,0
2,5,7,22.222222222222221,55.555555555555557,77.777777777777771,0,0,0,0,0
3,5,7,33.333333333333336,55.555555555555557,77.777777777777771,0,0,0,0,0
