logical_index,r,real_acc_q16,imag_acc_q16,real,imag,density
690,67.448680351906162,0,0,0,0,0
691,67.546432062561095,0,0,0,0,0
692,67.644183773216028,0,0,0,0,0
693,67.741935483870961,0,0,0,0,0
694,67.839687194525908,0,0,0,0,0
695,67.937438905180841,0,0,0,0,0
696,68.035190615835774,0,0,0,0,0
697,68.132942326490721,0,0,0,0,0
698,68.230694037145653,0,0,0,0,0
699,68.328445747800586,0,0,0,0,0
700,68.426197458455519,0,0,0,0,0
701,68.523949169110466,0,0,0,0,0
702,68.621700879765399,0,0,0,0,0
703,68.719452590420332,0,0,0,0,0
704,68.817204301075265,0,0,0,0,0
705,68.914956011730212,0,0,0,0,0
706,69.012707722385144,0,0,0,0,0
707,69.110459433040077,0,0,0,0,0
708,69.20821114369501,0,0,0,0,0
709,69.305962854349957,0,0,0,0,0
710,69.40371456500489,0,0,0,0,0
711,69.501466275659823,0,0,0,0,0
712,69.599217986314756,0,0,0,0,0
713,69.696969696969703,0,0,0,0,0
714,69.794721407624635,0,0,0,0,0
715,69.892473118279568,0,0,0,0,0
716,69.990224828934501,0,0,0,0,0
717,70.087976539589448,0,0,0,0,0
718,70.185728250244381,0,0,0,0,0
719,70.283479960899314,0,0,0,0,0
720,70.381231671554247,0,0,0,0,0
721,70.478983382209194,0,0,0,0,0
722,70.576735092864126,0,0,0,0,0
723,70.674486803519059,0,0,0,0,0
724,70.772238514173992,0,0,0,0,0
725,70.869990224828939,0,0,0,0,0
726,70.967741935483872,0,0,0,0,0
727,71.065493646138805,0,0,0,0,0
728,71.163245356793738,0,0,0,0,0
729,71.260997067448685,0,0,0,0,0
730,71.358748778103617,0,0,0,0,0
731,71.45650048875855,0,0,0,0,0
732,71.554252199413483,0,0,0,0,0
733,71.65200391006843,0,0,0,0,0
734,71.749755620723363,0,0,0,0,0
735,71.847507331378296,0,0,0,0,0
736,71.945259042033229,0,0,0,0,0
737,72.043010752688176,0,0,0,0,0
738,72.140762463343108,0,0,0,0,0
739,72.238514173998041,0,0,0,0,0
740,72.336265884652988,0,0,0,0,0
741,72.434017595307921,0,0,0,0,0
742,72.531769305962854,0,0,0,0,0
743,72.629521016617787,0,0,0,0,0
744,72.727272727272734,0,0,0,0,0
745,72.825024437927667,0,0,0,0,0
746,72.922776148582599,0,0,0,0,0
747,73.020527859237532,0,0,0,0,0
748,73.118279569892479,0,0,0,0,0
749,73.216031280547412,0,0,0,0,0
750,73.313782991202345,0,0,0,0,0
751,73.411534701857278,0,0,0,0,0
752,73.509286412512225,0,0,0,0,0
753,73.607038123167158,0,0,0,0,0
754,73.70478983382209,0,0,0,0,0
755,73.802541544477023,0,0,0,0,0
756,73.90029325513197,0,0,0,0,0
757,73.998044965786903,0,0,0,0,0
758,74.095796676441836,0,0,0,0,0
759,74.193548387096769,0,0,0,0,0
760,74.291300097751716,0,0,0,0,0
761,74.389051808406649,0,0,0,0,0
762,74.486803519061581,0,0,0,0,0
763,74.584555229716514,0,0,0,0,0
764,74.682306940371461,0,0,0,0,0
765,74.780058651026394,0,0,0,0,0
766,74.877810361681327,0,0,0,0,0
767,74.97556207233626,0,0,0,0,0
768,75.073313782991207,0,0,0,0,0
769,75.17106549364614,0,0,0,0,0
770,75.268817204301072,0,0,0,0,0
771,75.366568914956005,0,0,0,0,0
772,75.464320625610952,0,0,0,0,0
773,75.562072336265885,0,0,0,0,0
774,75.659824046920818,0,0,0,0,0
775,75.757575757575751,0,0,0,0,0
776,75.855327468230698,0,0,0,0,0
777,75.953079178885631,0,0,0,0,0
778,76.050830889540563,0,0,0,0,0
779,76.14858260019551,0,0,0,0,0
780,76.246334310850443,0,0,0,0,0
781,76.344086021505376,0,0,0,0,0
782,76.441837732160309,0,0,0,0,0
783,76.539589442815256,0,0,0,0,0
784,76.637341153470189,0,0,0,0,0
785,76.735092864125122,0,0,0,0,0
786,76.832844574780054,0,0,0,0,0
787,76.930596285435001,0,0,0,0,0
788,77.028347996089934,0,0,0,0,0
789,77.126099706744867,0,0,0,0,0
790,77.2238514173998,0,0,0,0,0
791,77.321603128054747,0,0,0,0,0
792,77.41935483870968,0,0,0,0,0
793,77.517106549364613,0,0,0,0,0
794,77.614858260019545,0,0,0,0,0
795,77.712609970674492,0,0,0,0,0
796,77.810361681329425,0,0,0,0,0
797,77.908113391984358,0,0,0,0,0
798,78.005865102639291,0,0,0,0,0
799,78.103616813294238,0,0,0,0,0
800,78.201368523949171,0,0,0,0,0
801,78.299120234604104,0,0,0,0,0
802,78.396871945259036,0,0,0,0,0
803,78.494623655913983,0,0,0,0,0
804,78.592375366568916,0,0,0,0,0
805,78.690127077223849,0,0,0,0,0
806,78.787878787878782,0,0,0,0,0
807,78.885630498533729,0,0,0,0,0
808,78.983382209188662,0,0,0,0,0
809,79.081133919843595,0,0,0,0,0
810,79.178885630498527,0,0,0,0,0
811,79.276637341153474,0,0,0,0,0
812,79.374389051808407,0,0,0,0,0
813,79.47214076246334,0,0,0,0,0
814,79.569892473118273,0,0,0,0,0
815,79.66764418377322,0,0,0,0,0
816,79.765395894428153,0,0,0,0,0
817,79.863147605083086,0,0,0,0,0
818,79.960899315738018,0,0,0,0,0
819,80.058651026392965,0,0,0,0,0
820,80.156402737047898,0,0,0,0,0
821,80.254154447702831,0,0,0,0,0
822,80.351906158357778,0,0,0,0,0
823,80.449657869012711,0,0,0,0,0
824,80.547409579667644,0,0,0,0,0
825,80.645161290322577,0,0,0,0,0
826,80.742913000977524,0,0,0,0,0
827,80.840664711632456,0,0,0,0,0
828,80.938416422287389,0,0,0,0,0
829,81.036168132942322,0,0,0,0,0
830,81.133919843597269,0,0,0,0,0
831,81.231671554252202,0,0,0,0,0
832,81.329423264907135,0,0,0,0,0
833,81.427174975562068,0,0,0,0,0
834,81.524926686217015,0,0,0,0,0
835,81.622678396871947,0,0,0,0,0
836,81.72043010752688,0,0,0,0,0
837,81.818181818181813,0,0,0,0,0
838,81.91593352883676,0,0,0,0,0
839,82.013685239491693,0,0,0,0,0
840,82.111436950146626,0,0,0,0,0
841,82.209188660801559,0,0,0,0,0
842,82.306940371456506,0,0,0,0,0
843,82.404692082111438,0,0,0,0,0
844,82.502443792766371,0,0,0,0,0
845,82.600195503421304,0,0,0,0,0
846,82.697947214076251,0,0,0,0,0
847,82.795698924731184,0,0,0,0,0
848,82.893450635386117,0,0,0,0,0
849,82.99120234604105,0,0,0,0,0
850,83.088954056695997,0,0,0,0,0
851,83.186705767350929,0,0,0,0,0
852,83.284457478005862,0,0,0,0,0
853,83.382209188660795,0,0,0,0,0
854,83.479960899315742,0,0,0,0,0
855,83.577712609970675,0,0,0,0,0
856,83.675464320625608,0,0,0,0,0
857,83.773216031280541,0,0,0,0,0
858,83.870967741935488,0,0,0,0,0
859,83.96871945259042,0,0,0,0,0
860,84.066471163245353,0,0,0,0,0
861,84.1642228739003,0,0,0,0,0
862,84.261974584555233,0,0,0,0,0
863,84.359726295210166,0,0,0,0,0
864,84.457478005865099,0,0,0,0,0
865,84.555229716520046,0,0,0,0,0
866,84.652981427174979,0,0,0,0,0
867,84.750733137829911,0,0,0,0,0
868,84.848484848484844,0,0,0,0,0
869,84.946236559139791,0,0,0,0,0
870,85.043988269794724,0,0,0,0,0
871,85.141739980449657,0,0,0,0,0
872,85.23949169110459,0,0,0,0,0
873,85.337243401759537,0,0,0,0,0
874,85.43499511241447,0,0,0,0,0
875,85.532746823069402,0,0,0,0,0
876,85.630498533724335,0,0,0,0,0
877,85.728250244379282,0,0,0,0,0
878,85.826001955034215,0,0,0,0,0
879,85.923753665689148,0,0,0,0,0
880,86.021505376344081,0,0,0,0,0
881,86.119257086999028,0,0,0,0,0
882,86.217008797653961,0,0,0,0,0
883,86.314760508308893,0,0,0,0,0
884,86.412512218963826,0,0,0,0,0
885,86.510263929618773,0,0,0,0,0
886,86.608015640273706,0,0,0,0,0
887,86.705767350928639,0,0,0,0,0
888,86.803519061583572,0,0,0,0,0
889,86.901270772238519,0,0,0,0,0
890,86.999022482893452,0,0,0,0,0
891,87.096774193548384,0,0,0,0,0
892,87.194525904203317,0,0,0,0,0
893,87.292277614858264,0,0,0,0,0
894,87.390029325513197,0,0,0,0,0
895,87.48778103616813,0,0,0,0,0
896,87.585532746823063,0,0,0,0,0
897,87.68328445747801,0,0,0,0,0
898,87.781036168132943,0,0,0,0,0
899,87.878787878787875,0,0,0,0,0
900,87.976539589442808,0,0,0,0,0
901,88.074291300097755,0,0,0,0,0
902,88.172043010752688,0,0,0,0,0
903,88.269794721407621,0,0,0,0,0
904,88.367546432062568,0,0,0,0,0
905,88.465298142717501,0,0,0,0,0
906,88.563049853372434,0,0,0,0,0
907,88.660801564027366,0,0,0,0,0
908,88.758553274682313,0,0,0,0,0
909,88.856304985337246,0,0,0,0,0
910,88.954056695992179,0,0,0,0,0
911,89.051808406647112,0,0,0,0,0
912,89.149560117302059,0,0,0,0,0
913,89.247311827956992,0,0,0,0,0
914,89.345063538611925,0,0,0,0,0
915,89.442815249266857,0,0,0,0,0
916,89.540566959921804,0,0,0,0,0
917,89.638318670576737,0,0,0,0,0
918,89.73607038123167,0,0,0,0,0
919,89.833822091886603,0,0,0,0,0
920,89.93157380254155,0,0,0,0,0
921,90.029325513196483,0,0,0,0,0
922,90.127077223851416,0,0,0,0,0
923,90.224828934506348,0,0,0,0,0
924,90.322580645161295,0,0,0,0,0
925,90.420332355816228,0,0,0,0,0
926,90.518084066471161,0,0,0,0,0
927,90.615835777126094,0,0,0,0,0
928,90.713587487781041,0,0,0,0,0
929,90.811339198435974,0,0,0,0,0
930,90.909090909090907,0,0,0,0,0
931,91.006842619745839,0,0,0,0,0
932,91.104594330400786,0,0,0,0,0
933,91.202346041055719,0,0,0,0,0
934,91.300097751710652,0,0,0,0,0
935,91.397849462365585,0,0,0,0,0
936,91.495601173020532,0,0,0,0,0
937,91.593352883675465,0,0,0,0,0
938,91.691104594330398,0,0,0,0,0
939,91.78885630498533,0,0,0,0,0
940,91.886608015640277,0,0,0,0,0
941,91.98435972629521,0,0,0,0,0
942,92.082111436950143,0,0,0,0,0
943,92.17986314760509,0,0,0,0,0
944,92.277614858260023,0,0,0,0,0
945,92.375366568914956,0,0,0,0,0
946,92.473118279569889,0,0,0,0,0
947,92.570869990224836,0,0,0,0,0
948,92.668621700879768,0,0,0,0,0
949,92.766373411534701,0,0,0,0,0
950,92.864125122189634,0,0,0,0,0
951,92.961876832844581,0,0,0,0,0
952,93.059628543499514,0,0,0,0,0
953,93.157380254154447,0,0,0,0,0
954,93.255131964809379,0,0,0,0,0
955,93.352883675464327,0,0,0,0,0
956,93.450635386119259,0,0,0,0,0
957,93.548387096774192,0,0,0,0,0
958,93.646138807429125,0,0,0,0,0
959,93.743890518084072,0,0,0,0,0
960,93.841642228739005,0,0,0,0,0
961,93.939393939393938,0,0,0,0,0
962,94.03714565004887,0,0,0,0,0
963,94.134897360703818,0,0,0,0,0
964,94.23264907135875,0,0,0,0,0
965,94.330400782013683,0,0,0,0,0
966,94.428152492668616,0,0,0,0,0
967,94.525904203323563,0,0,0,0,0
968,94.623655913978496,0,0,0,0,0
969,94.721407624633429,0,0,0,0,0
970,94.819159335288361,0,0,0,0,0
971,94.916911045943309,0,0,0,0,0
972,95.014662756598241,0,0,0,0,0
973,95.112414467253174,0,0,0,0,0
974,95.210166177908107,0,0,0,0,0
975,95.307917888563054,0,0,0,0,0
976,95.405669599217987,0,0,0,0,0
977,95.50342130987292,0,0,0,0,0
978,95.601173020527852,0,0,0,0,0
979,95.6989247311828,0,0,0,0,0
980,95.796676441837732,0,0,0,0,0
981,95.894428152492665,0,0,0,0,0
982,95.992179863147598,0,0,0,0,0
983,96.089931573802545,0,0,0,0,0
984,96.187683284457478,0,0,0,0,0
985,96.285434995112411,0,0,0,0,0
986,96.383186705767358,0,0,0,0,0
987,96.480938416422291,0,0,0,0,0
988,96.578690127077223,0,0,0,0,0
989,96.676441837732156,0,0,0,0,0
990,96.774193548387103,0,0,0,0,0
991,96.871945259042036,0,0,0,0,0
992,96.969696969696969,0,0,0,0,0
993,97.067448680351902,0,0,0,0,0
994,97.165200391006849,0,0,0,0,0
995,97.262952101661782,0,0,0,0,0
996,97.360703812316714,0,0,0,0,0
997,97.458455522971647,0,0,0,0,0
998,97.556207233626594,0,0,0,0,0
999,97.653958944281527,0,0,0,0,0
1000,97.75171065493646,0,0,0,0,0
1001,97.849462365591393,0,0,0,0,0
1002,97.94721407624634,0,0,0,0,0
1003,98.044965786901273,0,0,0,0,0
1004,98.142717497556205,0,0,0,0,0
1005,98.240469208211138,0,0,0,0,0
1006,98.338220918866085,0,0,0,0,0
1007,98.435972629521018,0,0,0,0,0
1008,98.533724340175951,0,0,0,0,0
1009,98.631476050830884,0,0,0,0,0
1010,98.729227761485831,0,0,0,0,0
1011,98.826979472140764,0,0,0,0,0
1012,98.924731182795696,0,0,0,0,0
1013,99.022482893450629,0,0,0,0,0
1014,99.120234604105576,0,0,0,0,0
1015,99.217986314760509,0,0,0,0,0
1016,99.315738025415442,0,0,0,0,0
1017,99.413489736070375,0,0,0,0,0
1018,99.511241446725322,0,0,0,0,0
1019,99.608993157380255,0,0,0,0,0
1020,99.706744868035187,0,0,0,0,0
1021,99.80449657869012,0,0,0,0,0
1022,99.902248289345067,0,0,0,0,0
1023,100,0,0,0,0,0
